optimizer,time_decay,exp_wd,optimizer_name_unc,exp_lr_unc,exp_lr,n_blocks,d_token,attention_dropout,res_drop,ffn_dropout,ffn_factor,accuracy,ce_loss,desired_coverage,coverage,reject_rate,ce_loss_rej,accuracy_rej,auc,auc_rej,pos_rate,bss,brier,bss_rej,brier_rej,pos_rate_rej,meta,dataset,trial,time_to_fit,model_type,exp_lamda,alpha,pretrain,momentum,d_main,hidden_factor,dropout_first,dropout_second,residual_dropout,momentum_sgd,nesterov,exp_beta,reward,momentum_sgd_unc,nesterov_unc,viol,max_viol_trial,avg_perf,min_avg_perf,b_norm,n_estimators,reg_alpha,reg_lambda,folds,zero_init_residual,avg_viol_trial
AdamW,False,-6.0,,,-5.0,,,,,,,0.9098786828422876,0.2235302347712568,0.99,0.984641638225256,0.015358361774744,0.0737064195806033,1.0,0.9911559932258672,-1.0,0.7417677642980935,0.6443950942400871,0.0681690600704413,0.8719032622875447,0.0054641439130286,0.0,dg,xray,16.0,5503.3238661289215,Resnet34,,,,,,,,,,,,,1.4,,,0.005358361774744,0.0087030716723549,0.1644781510444494,0.1644781510444494,,,,,,True,
SGD,True,-3.0,,,-1.0,,,,,,,0.6808803301237965,0.639638022765745,0.99,0.9891156462585036,0.0108843537414965,1.2444943087040403,0.375,0.5122082897944967,0.7333333333333333,0.6808803301237965,-0.0219886088201555,0.2220735029064981,0.3182297722344256,0.4570478817056682,0.375,dg,oxfordpets,7.0,2426.0689327716827,Resnet34,,,,,,,,,,0.9,False,,1.2,,,0.0008843537414964,0.0156462585034012,0.6099646715809688,0.6099646715809688,,,,,,True,
Adam,False,-3.0,,,-5.0,1.0,192.0,0.05,0.0,0.5,1.0,0.7621422945655028,0.4923252003858735,0.99,0.9898648648648648,0.010135135135135,0.5887176929859235,0.717948717948718,0.8479712516790441,0.6450617283950618,0.5019690207403518,0.3536441263172748,0.1615889135886501,0.3536658856570267,0.200026507374039,0.3076923076923077,dg,electricity,10.0,526.8022999763489,TabFTTransformer,,,,,,,,,,,,,2.0,,,0.0001351351351351,0.0115384615384616,0.4645993933485114,0.4645993933485114,,,,,,,
Adam,False,-4.0,,,-5.0,1.0,64.0,0.15,0.0,0.45,1.3333333333333333,0.5915119363395226,0.6721053902335314,0.99,0.990801576872536,0.0091984231274638,0.8545503131300661,0.4285714285714285,0.612014437588388,0.0,0.5,0.0410956346691628,0.2397260913327092,0.0410956346691628,0.3244271202524992,0.4285714285714285,dg,eye,3.0,104.21747183799744,TabFTTransformer,,,,,,,,,,,,,2.0,,,0.000801576872536,0.0208278580814716,0.6698006581403136,0.6698006581403136,,,,,,,
Adam,False,-4.0,,,-3.0,1.0,64.0,0.15,0.0,0.45,1.3333333333333333,0.8820116054158608,0.3535330981317998,0.99,0.9961464354527938,0.0038535645472062,0.372121395060369,1.0,0.9294843015773248,-1.0,0.5009671179883946,0.6129331275921657,0.0967667181019585,0.6129331275921657,0.1008874057577929,0.0,dg,kddipums97,10.0,72.42782258987427,TabFTTransformer,,,,,,,,,,,,,2.0,,,0.0061464354527938,0.0256262042389209,0.3097543964691101,0.3097543964691101,,,,,,,
Adam,False,-4.0,,,-5.0,1.0,64.0,0.15,0.0,0.45,1.3333333333333333,0.7819833459500378,0.4482228192852804,0.99,0.9872944693572496,0.0127055306427503,0.7132219418113306,0.5882352941176471,0.8706046852794205,0.5694444444444444,0.4996214988644966,0.4129711694554721,0.1467572076361319,0.4129711694554721,0.2597893147850658,0.5294117647058824,dg,magic,3.0,182.0824258327484,TabFTTransformer,,,,,,,,,,,,,2.0,,,0.0027055306427503,0.0039611360239162,0.4061474012567243,0.4061474012567243,,,,,,,
Adam,False,-4.0,,,-5.0,1.0,64.0,0.15,0.0,0.45,1.3333333333333333,0.7184466019417476,0.5962650340985213,0.99,0.9716981132075472,0.0283018867924528,0.7501824335343994,0.4444444444444444,0.7709258483452031,0.7,0.5016181229773463,0.2034752085422598,0.1991305749689561,0.2035710210974418,0.2775298592971036,0.4444444444444444,dg,phoneme,3.0,42.886902809143066,TabFTTransformer,,,,,,,,,,,,,2.0,,,0.0183018867924528,0.0229559748427672,0.5852743928693581,0.5852743928693581,,,,,,,
AdamW,True,-5.0,,,-3.0,4.0,256.0,0.05,1.0,0.4,1.6666666666666663,0.953020134228188,0.1191101321705684,0.99,0.9933333333333332,0.0066666666666667,0.7050014609054054,0.6,0.989964159885124,-1.0,,,,,,,dg,pol,5.0,560.9192717075348,TabFTTransformer,,,,,,,,,0.1,,,,8.4,,,0.0033333333333331,0.0086666666666666,0.0508262302471429,0.0508262302471429,,,,,,,
Adam,True,-3.0,,,-4.0,2.0,320.0,0.3,0.0,0.15,1.6666666666666663,0.5020242914979757,0.6941080939410954,0.99,0.993963782696177,0.0060362173038229,0.713128779580453,0.3333333333333333,0.4489411224757409,1.0,0.4979757085020243,-0.0019200743836573,0.2504800185959143,-0.0019200743836573,0.2599802195334426,0.6666666666666666,dg,rl,19.0,118.75410628318788,TabFTTransformer,,,,,,,,,,,,,1.4,,,0.003963782696177,0.0344064386317908,0.693121019023133,0.693121019023133,,,,,,,
AdamW,False,-6.0,,,-4.0,,,,,,,0.8532423208191127,0.3707828774076719,0.99,0.9940627650551316,0.0059372349448685,0.4520535994222641,0.8571428571428571,0.915146722375638,-1.0,0.2209897610921501,0.3655056074721048,0.1092459787873566,0.8176606602269898,0.1413310197857639,1.0,dg,waterbirds,19.0,10913.392836093904,Resnet50,,,,,,,,,,,,,2.0,,,0.0040627650551315,0.0048346055979644,0.3058940368501036,0.3058940368501036,,,,,,False,
