optimizer,time_decay,exp_wd,optimizer_name_unc,exp_lr_unc,exp_lr,n_blocks,d_token,attention_dropout,res_drop,ffn_dropout,ffn_factor,accuracy,ce_loss,desired_coverage,coverage,reject_rate,ce_loss_rej,accuracy_rej,auc,auc_rej,pos_rate,bss,brier,bss_rej,brier_rej,pos_rate_rej,meta,dataset,trial,time_to_fit,model_type,exp_lamda,alpha,pretrain,momentum,d_main,hidden_factor,dropout_first,dropout_second,residual_dropout,momentum_sgd,nesterov,exp_beta,reward,momentum_sgd_unc,nesterov_unc,viol,max_viol_trial,avg_perf,min_avg_perf,b_norm,n_estimators,reg_alpha,reg_lambda,folds,zero_init_residual,avg_viol_trial
SGD,True,-5.0,,,-1.0,,,,,,,0.9845626072041166,0.0499701110105444,0.99,0.9948805460750854,0.0051194539249146,0.4894490826625041,0.6666666666666666,0.9986992015789002,1.0,0.7307032590051458,0.9445933177125482,0.0109027860335107,0.9517938679684398,0.1630860081320137,0.6666666666666666,sat_te,xray,12.0,7803.953559398651,Resnet34,,,0.0,0.99,,,,,,0.93,False,-3.0,,,,0.0048805460750853,0.0054607508532422,0.0234998260869506,0.0234998260869506,,,,,,False,
SGD,True,-4.0,,,-2.0,,,,,,,0.912742382271468,0.5605985112092978,0.99,0.982312925170068,0.0176870748299319,0.7243925123562032,0.5384615384615384,0.963883008405892,0.475,0.682825484764543,0.6377898626304044,0.0784568586396745,0.7565886005287308,0.2613033162059575,0.3846153846153846,sat_te,oxfordpets,12.0,2276.303808450699,Resnet34,,,0.0,0.98,,,,,,0.93,True,-4.0,,,,0.007687074829932,0.0350340136054421,0.447193549013978,0.447193549013978,,,,,,False,
AdamW,False,-5.0,,,-5.0,3.0,320.0,0.05,0.0,0.1,2.333333333333333,0.8322428683590684,0.3782953391287496,0.99,0.992983367983368,0.007016632016632,0.6518960186969188,0.6296296296296297,0.9158021484872644,0.6868131868131868,0.4998691442030882,0.5195816571319456,0.1201045886658802,0.5195801045555491,0.2303696864846766,0.5185185185185185,sat_te,electricity,10.0,3228.363554954529,TabFTTransformer,,,30.0,0.96,,,,,,,,-3.0,,,,0.0029833679833679,0.0091995841995842,0.3245667986726971,0.3245667986726971,,,,,,,
AdamW,True,-4.0,,,-5.0,2.0,448.0,0.3,0.0,0.15,1.3333333333333333,0.592,0.6684828525707174,0.99,0.985545335085414,0.014454664914586,0.7533282628090577,0.4545454545454545,0.6108404861293832,0.5416666666666666,0.5026666666666667,0.0462628575127794,0.2384342856218051,0.0462628575127794,0.2793892529957615,0.2727272727272727,sat_te,eye,15.0,178.64409160614014,TabFTTransformer,,,30.0,0.91,,,,,,,,-2.0,,,,0.004454664914586,0.0300262812089355,0.6646128500718548,0.6646128500718548,,,,,,,
Adam,False,-6.0,,,-3.0,1.0,512.0,0.45,0.0,0.1,1.3333333333333333,0.8754863813229572,0.3112706949712051,0.99,0.9903660886319846,0.0096339113680153,0.8378264086827075,0.2,0.9305353682170542,0.25,0.5019455252918288,0.6175525713236854,0.0956118571690786,0.6175525713236854,0.3211774616775343,0.2,sat_te,kddipums97,16.0,78.23926210403442,TabFTTransformer,,,60.0,0.95,,,,,,,,-4.0,,,,0.0003660886319846,0.0079961464354527,0.2555868028659531,0.2555868028659531,,,,,,,
Adam,False,-6.0,,,-3.0,1.0,512.0,0.45,0.0,0.1,1.3333333333333333,0.8523845571536715,0.3459173447016992,0.99,0.9872944693572496,0.0127055306427503,0.6877492783833222,0.6470588235294118,0.9227295649383396,0.6249999999999999,0.4996214988644966,0.5591517904917241,0.1102120523770689,0.5591517904917241,0.247161018966809,0.5294117647058824,sat_te,magic,12.0,193.6589508056641,TabFTTransformer,,,60.0,0.94,,,,,,,,-4.0,,,,0.0027055306427503,0.0129297458893871,0.2873953808613904,0.2873953808613904,,,,,,,
AdamW,True,-6.0,,,-4.0,3.0,320.0,0.2,0.0,0.4,2.6666666666666665,0.8634920634920635,0.3353611849259748,0.99,0.9905660377358492,0.0094339622641509,0.4264430439581883,1.0,0.9373488147073052,-1.0,0.5047619047619047,0.5941161079324493,0.1014699843778784,0.5945467430766206,0.1231287949593028,0.0,sat_te,phoneme,13.0,95.86722254753111,TabFTTransformer,,,15.0,0.99,,,,,,,,-2.0,,,,0.0005660377358491,0.0367924528301887,0.2922610736334058,0.2922610736334058,,,,,,,
AdamW,True,-6.0,,,-4.0,3.0,448.0,0.15,0.0,0.3,2.0,0.935266351989211,0.1670968650304016,0.99,0.9886666666666668,0.0113333333333333,1.4352382536501178,0.5882352941176471,0.9791448730930136,-1.0,,,,,,,sat_te,pol,18.0,1280.9048442840576,TabFTTransformer,,,30.0,0.98,,,,,,,,-4.0,,,,0.0013333333333331,0.0033333333333334,0.0788625378153558,0.0788625378153558,,,,,,,
Adam,False,-6.0,,,-4.0,1.0,512.0,0.5,0.0,0.15,1.3333333333333333,0.7352342158859471,0.5084001716922177,0.99,0.9879275653923542,0.0120724346076458,0.7385605480235459,0.5,0.823659232709412,0.0,0.4949083503054989,0.3145241033451251,0.1713689741637187,0.3145241033451251,0.2723874104547041,0.8333333333333334,sat_te,rl,10.0,73.37940382957458,TabFTTransformer,,,60.0,0.97,,,,,,,,-4.0,,,,0.0020724346076458,0.0263581488933601,0.4782400864816132,0.4782400864816132,,,,,,,
Adam,False,-6.0,,,-3.0,,,,,,,0.8969957081545065,0.2537529435696622,0.99,0.9881255301102628,0.011874469889737,0.7519240751437944,0.4285714285714285,0.9366893327666808,0.3541666666666666,0.223175965665236,0.5585250225244061,0.0765412599190023,0.7323252291140772,0.2787981333488123,0.4285714285714285,sat_te,waterbirds,19.0,10884.692014455795,Resnet50,,,0.0,0.96,,,,,,,,-4.0,,,,0.0018744698897371,0.0307888040712467,0.1890493208105829,0.1890493208105829,,,,,,False,
AdamW,True,-6.0,,,-5.0,3.0,448.0,0.1,0.0,0.3,2.0,0.7955010224948875,0.4029946023753853,0.99,0.9702380952380952,0.0297619047619047,0.691548470158837,0.4666666666666667,0.8954834392773503,0.5714285714285714,0.5010224948875256,0.4814366204830848,0.1296406833749905,0.4814602398203336,0.2539812277331735,0.4666666666666667,sat_te,upselling,8.0,217.35356521606445,TabFTTransformer,,,30.0,0.99,,,,,,,,-4.0,,,,0.0197619047619047,0.0384920634920634,0.345934908461092,0.345934908461092,,,,,,,
SGD,True,-4.0,,,-2.0,,,,,,,0.5626581210996795,2.2898697695207866,0.99,0.9881666666666666,0.0118333333333333,4.061685056017228,0.0704225352112676,0.9832185735408422,-1.0,,,,,,,sat_te,cifar100,16.0,6744.462019205093,VGG,,,0.0,0.99,,,,,,0.99,True,-3.0,,,,0.0018333333333333,0.0098333333333332,1.9478849269053375,1.9478849269053375,True,,,,,,
Adam,False,-6.0,,,-4.0,,,,,,,0.9970820460006866,0.0186929106786616,0.99,0.9899745114698386,0.0100254885301613,1.0325939987500992,0.6949152542372882,0.999957268397838,-1.0,,,,,,,sat_te,organamnist,8.0,5327.257801532745,Resnet18,,,0.0,0.96,,,,,,,,-4.0,,,,2.54885301613772e-05,0.0082412914188615,0.00623210111551,0.00623210111551,,,,,,False,
Adam,False,-6.0,,,-3.0,,,,,,,0.979077711357814,0.0972110847829254,0.99,0.9898562975486052,0.0101437024513947,2.0202864227787707,0.4583333333333333,0.9995262564343612,-1.0,,,,,,,sat_te,organcmnist,18.0,3215.9179425239563,Resnet18,,,60.0,0.96,,,,,,,,-4.0,,,,0.0001437024513948,0.0096787827557058,0.0441499193047236,0.0441499193047236,,,,,,False,
Adam,True,-6.0,,,-3.0,,,,,,,0.8985768330030625,0.2954839750647807,0.99,0.990189083125223,0.0098109168747769,0.6848310161354813,0.6,0.7372881187833149,0.5019090593543908,0.0999819852278868,0.0619298596291388,0.0844206759838797,0.7370559343399206,0.2458433087493339,0.3909090909090909,sat_te,chestmnist,16.0,9471.258536815643,Resnet18,,,0.0,0.93,,,,,,,,-4.0,,,,0.000189083125223,0.0070816981805208,0.2507295909145874,0.2507295909145874,,,,,,False,
SGD,True,-4.0,,,-2.0,,,,,,,0.7894736842105263,0.5109165861579651,0.99,0.9743589743589745,0.0256410256410256,0.5530531194737465,0.5,0.76875,1.0,0.7368421052631579,0.1422421488422193,0.1663558710085667,0.4514313716985798,0.1827116546120324,0.5,sat_te,breastmnist,10.0,168.53112053871155,Resnet18,,,45.0,0.9,,,,,,0.9,False,-2.0,,,,0.0156410256410255,0.0307692307692307,0.4771755939610678,0.4771755939610678,,,,,,False,
SGD,False,-5.0,,,-4.0,,,,,,,0.7705410821643287,0.6291766393969697,0.99,0.996007984031936,0.0039920159680638,1.3383802417418311,0.0,0.8806558546989635,-1.0,,,,,,,sat_te,dermamnist,10.0,1236.5821492671969,Resnet18,,,60.0,0.98,,,,,,0.99,True,-4.0,,,,0.006007984031936,0.0112774451097804,0.5022406320906339,0.5022406320906339,,,,,,True,
Adam,False,-6.0,,,-3.0,,,,,,,0.9641176470588236,0.1371677307512049,0.99,0.9941520467836256,0.0058479532163743,0.5550488469930868,0.9,0.9984310528068115,-1.0,,,,,,,sat_te,bloodmnist,1.0,2337.5030217170715,Resnet18,,,60.0,0.96,,,,,,,,-4.0,,,,0.0041520467836255,0.010233918128655,0.0716911171455677,0.0716911171455677,,,,,,False,
Adam,False,-6.0,,,-5.0,,,,,,,0.9740932642487048,0.0833499106009212,0.99,0.9880546075085324,0.0119453924914675,0.8661414900269835,0.4285714285714285,0.9949215993126516,0.3,0.7357512953367875,0.8758480371206706,0.0241426428058043,0.939797868938232,0.3319433095995045,0.2857142857142857,sat_te,pneumoniamnist,19.0,542.2352018356323,Resnet18,,,0.0,0.94,,,,,,,,-4.0,,,,0.0019453924914676,0.0098976109215017,0.0353432617932534,0.0353432617932534,,,,,,False,
Adam,True,-6.0,,,-2.0,,,,,,,0.6896212704112166,0.888109773307342,0.99,0.989635771394729,0.0103642286052709,1.703851439748571,0.3183673469387755,0.940020221047435,0.8146759468965415,,,,,,,sat_te,tissuemnist,16.0,18709.60668063164,Resnet18,,,0.0,0.93,,,,,,,,-4.0,,,,0.0003642286052709,0.0027370024112695,0.7895755698174879,0.7895755698174879,,,,,,False,
Adam,True,-6.0,,,-3.0,,,,,,,0.921497919556172,0.2385890940911272,0.99,0.98938797914189,0.0106120208581099,1.2432258929762,0.3706896551724138,0.9802040948872236,0.7367972350230414,,,,,,,sat_te,octmnist,19.0,9018.030872821808,Resnet18,,,0.0,0.93,,,,,,,,-4.0,,,,0.0006120208581099,0.0029594730582745,0.1637130660057719,0.1637130660057719,,,,,,False,
Adam,False,-6.0,,,-3.0,,,,,,,0.9810538222264116,0.0757975276534996,0.99,0.9898301922000372,0.0101698077999626,0.9228991958156212,0.6238532110091743,0.999727498802656,-1.0,,,,,,,sat_te,pathmnist,13.0,9069.3674659729,Resnet18,,,0.0,0.95,,,,,,,,-4.0,,,,0.0001698077999627,0.001156932263482,0.0323796976823673,0.0323796976823673,,,,,,False,
Adam,True,-6.0,,,-4.0,,,,,,,0.532051282051282,1.1893147590135242,0.99,0.975,0.025,1.666061757019807,0.0,0.761265675923894,-1.0,,,,,,,sat_te,retinamnist,5.0,241.80108642578125,Resnet18,,,0.0,0.93,,,,,,,,-4.0,,,,0.015,0.015,1.1292295699008286,1.1292295699008286,,,,,,False,
SGD,False,-5.0,,,-2.0,,,,,,,0.9344591877764374,0.2099156936185622,0.99,0.9861221252973832,0.0138778747026169,1.0321583805609662,0.5142857142857142,0.9920981051436188,-1.0,,,,,,,sat_te,organsmnist,14.0,3072.414582967758,Resnet18,,,60.0,0.98,,,,,,0.95,True,-4.0,,,,0.0038778747026168,0.0061855670103093,0.1110958385119405,0.1110958385119405,,,,,,True,
